"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Animal Equality","10/11/2021","Virtual Meeting","Other: Foie gras","Inquired about Commissioner Mapps' support of an ordinance banning the sale of force-fed foie gras","Perez-Chavez, Yvette; Rodriguez, Michelle","Sarah Hanneken",
"Animal Equality","10/18/2021","Virtual Meeting","Other: Foie gras","Inquired about Commissioner Hardesty's support of proposal to ban the sale of force-fed foie gras","Bradley, Derek","Sarah Hanneken",
"Animal Equality","12/01/2021","Virtual Meeting","Other: Foie gras","Gave a communication at Council Meeting urging all Council members to support proposal to ban the sale of force-fed foie gras","Hardesty, Jo Ann; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Sarah Hanneken",
"Animal Equality","12/03/2021","Email","Other: Foie gras","Emailed updated factual materials and proposed ordinance","Schwartz, Mona","Sarah Hanneken",
"Animal Equality","11/30/2021","Meeting Preparation","Other: Foie gras","Prepared communication to deliver at Dec 1 Council meeting","Hardesty, Jo Ann; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Sarah Hanneken",
"Animal Equality","12/03/2021","Email","Other: Foie gras","Emailed materials related to foie gras issue, as well as updated model ordinance","Perez-Chavez, Yvette; Rodriguez, Michelle","Sarah Hanneken",
"Animal Equality","12/09/2021","Email","Other: Foie gras","Correspondence related to foie gras factual materials and updated model ordinance","Perez-Chavez, Yvette; Rodriguez, Michelle","Sarah Hanneken",
"AT&T","10/26/2021","Virtual Meeting","Cable and Franchise","Discussion of proposed right of way ordinance and upcoming schedule for comments and replies.","Perez, Elisabeth; Schoene, Jillian","Bob Bass",
"AT&T","12/13/2021","Email","Other: Introductory Meeting","Outreach to set up a meeting for a new AT&T employee in Portland.","Kwon, MeeSeon","Rachael Emory",
"AT&T","12/13/2021","Email","Other: Introductory Meeting","Email to set up an introductory meeting with a new AT&T employee in Portland.","Perez-Chavez, Yvette","Rachael Emory",
"AT&T","12/13/2021","Email","Other: Introductory Meeting","Email to set up an introductory meeting with a new AT&T employee in Portland","Gardner, Brooke","Rachael Emory",
"AT&T","12/13/2021","Email","Other: Introductory Meeting","Email to set up introductory meeting with a new AT&T employee in Portland.","Blair, Aja","Rachael Emory",
"AT&T","12/13/2021","Email","Other: Introductory Meeting","Email to set up introductory meeting for new AT&T employee in Portland.","Martin, Lyne","Rachael Emory",
"Business For A Better Portland","10/04/2021","Email","Business and Economic Development","Scheduling forum / Social Venture Partners","Kwon, MeeSeon","Elizabeth Ashley Henry",
"Business For A Better Portland","10/05/2021","Email","Business and Economic Development","Rescheduling w/Mapps team re: small business support","Meyer, Katie; Perez-Chavez, Yvette","Elizabeth Ashley Henry",
"Business For A Better Portland","10/08/2021","Telephone","Business and Economic Development","Fall BMP / Small business support","Lee, Bobby","Elizabeth Ashley Henry",
"Business For A Better Portland","10/08/2021","Virtual Meeting","Business and Economic Development","ESDs / Audit response","Hull Caballero, Mary","Elizabeth Ashley Henry",
"Business For A Better Portland","10/27/2021","Telephone","Business and Economic Development","Fall BMP / Small business support","Diaz, Sam","Elizabeth Ashley Henry",
"Business For A Better Portland","10/27/2021","Telephone","Business and Economic Development","Fall BMP / Small business support","Lee, Bobby","Elizabeth Ashley Henry",
"Business For A Better Portland","11/04/2021","Email","Business and Economic Development","Event sponsorship / Transportation policy","Warner Chris","Elizabeth Ashley Henry",
"Business For A Better Portland","11/09/2021","Email","Business and Economic Development","Fall BMP / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","11/09/2021","Email","Business and Economic Development","Requsting testimonial / BBPDX 2021 impact report","Howell, William","Elizabeth Ashley Henry",
"Business For A Better Portland","11/14/2021","Email","Business and Economic Development","Mayor's Action Table / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","11/16/2021","Telephone","Business and Economic Development","Mayor's Action Table / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","11/16/2021","Virtual Meeting","Business and Economic Development","Fall BMP, Fiscal Year 2022-23 budget / Small business support","Lujan-Valerio, Ricardo; Rubio, Carmen","Elizabeth Ashley Henry",
"Business For A Better Portland","11/16/2021","Text Message","Business and Economic Development","Fall BMP / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","11/17/2021","Email","Business and Economic Development","Requesting photo for impact report / Small business support","Howell, William","Elizabeth Ashley Henry",
"Business For A Better Portland","11/18/2021","Email","Business and Economic Development","Scheduling check ins w/Rubio / Small business support","Kwon, MeeSeon","Elizabeth Ashley Henry",
"Business For A Better Portland","11/30/2021","Email","Business and Economic Development","ARPA funding / Small business support","Schmanski, Sonia","Elizabeth Ashley Henry",
"Business For A Better Portland","12/03/2021","Email","Business and Economic Development","Scheduling check ins w/Mapps / Small business support","Perez-Chavez, Yvette","Elizabeth Ashley Henry",
"Business For A Better Portland","12/07/2021","Text Message","Business and Economic Development","Fiscal Year 2022-23 budget / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","12/13/2021","Email","Business and Economic Development","Mayor's Action Table / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","12/16/2021","Text Message","Business and Economic Development","Prosper CBC / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","12/17/2021","Email","Business and Economic Development","Introduction to member / Restaurant needs","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","12/17/2021","Text Message","Business and Economic Development","Fiscal Year 2022-23 budget / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","12/20/2021","Email","Business and Economic Development","Request for meeting / City budget","Bradley, Derek; Edwards, Karly","Elizabeth Ashley Henry",
"Business For A Better Portland","12/28/2021","Email","Business and Economic Development","Prosper's strategic plan / Women entrepreneurs","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","12/07/2021","Text Message","Business and Economic Development","BBPDX holiday event / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","11/04/2021","Email","Business and Economic Development","Fall BMP / Small business support","Allen, Seraphie; Branam, Kimberly","Elizabeth Ashley Henry",
"Business For A Better Portland","11/05/2021","Email","Business and Economic Development","Fall BMP / Small business support","Branam, Kimberly","Elizabeth Ashley Henry",
"Business For A Better Portland","11/05/2021","Text Message","Business and Economic Development","Fall BMP / Small business support","Lee, Bobby","Elizabeth Ashley Henry",
"Business For A Better Portland","11/05/2021","Text Message","Business and Economic Development","Mayor's Action Table / Small business representation","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","11/08/2021","Telephone","Business and Economic Development","Fall BMP / Small business support","Branam, Kimberly","Elizabeth Ashley Henry",
"Business For A Better Portland","11/09/2021","Virtual Meeting","Business and Economic Development","Fall BMP / Mayor's Action Tables / Small business support","Allen, Seraphie","Elizabeth Ashley Henry",
"Central Eastside Industrial Council","10/29/2021","Email","Neighborhood Livability: general","Central Eastside funding for cleaning and staff","Allen, Seraphie","Kate Merrill ",
"Central Eastside Industrial Council","11/12/2021","Telephone","Neighborhood Livability: general","Central Eastside crime and cleaning issues","Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","11/16/2021","Personal Meeting","Business and Economic Development","ESD renewal, cleaning and safety in the Central Eastside","Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","12/02/2021","Virtual Meeting","Neighborhood Livability: general","Weekly problem solvers meeting","Adams, Sam; Miller, Tom; Villarreal, Jennifer; Watson, Amanda","Kate Merrill ; Nyla Clark",
"Central Eastside Industrial Council","12/09/2021","Virtual Meeting","Neighborhood Livability: general","Weekly problem solvers meeting","Adams, Sam; Miller, Tom; Villarreal, Jennifer; Watson, Amanda","Kate Merrill ; Nyla Clark",
"Central Eastside Industrial Council","12/16/2021","Virtual Meeting","Neighborhood Livability: general","Weekly problem solvers meeting","Adams, Sam; Miller, Tom; Villarreal, Jennifer; Watson, Amanda","Kate Merrill ; Nyla Clark",
"Central Eastside Industrial Council","12/03/2021","Telephone","Police and Public Safety","Safety in Central Eastside","Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","12/03/2021","Telephone","Neighborhood Livability: general","Cleaning issues in the Central Eastside","Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","10/05/2021","Virtual Meeting","Neighborhood Livability: general","PDX Clean & Green Action Table ","Watson, Amanda","Kate Merrill ",
"Central Eastside Industrial Council","10/20/2021","Virtual Meeting","Neighborhood Livability: general","Central Eastside problem solving: mental health crisis, fires in CEID","Miller, Tom; Villarreal, Jennifer","Kate Merrill ; Nyla Clark",
"Central Eastside Industrial Council","10/20/2021","Telephone","Neighborhood Livability: general","Central Eastside funding for cleaning and staff","Lee, Bobby; Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","10/21/2021","Email","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Adams, Sam; Lee, Bobby; Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","10/22/2021","Telephone","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Lee, Bobby; Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","10/22/2021","Email","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Lee, Bobby; Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","10/29/2021","Email","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Lyons, Adam; Salazar, Goldann","Kate Merrill ",
"Central Eastside Industrial Council","10/29/2021","Telephone","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Bond, Mark","Kate Merrill ",
"Central Eastside Industrial Council","10/29/2021","Email","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Bond, Mark","Kate Merrill ",
"Central Eastside Industrial Council","11/16/2021","Email","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Warner Chris","Kate Merrill ",
"Central Eastside Industrial Council","12/03/2021","Telephone","Neighborhood Livability: general","Police and safety in the Central Eastside ","Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","11/03/2021","Virtual Meeting","Financial Administration and Management","Fall BMP Problem Solvers Meeting","Bradley, Derek; Davis, Christopher; Miller, Tom; Villarreal, Jennifer","Kate Merrill ",
"Central Eastside Industrial Council","11/05/2021","Virtual Meeting","Business and Economic Development","Business & Economic Recovery Task Force","Adams, Sam; Blair, Aja; Bradley, Derek; Johnson, Kristin; Lee, Bobby","Kate Merrill ",
"Central Eastside Industrial Council","11/15/2021","Virtual Meeting","Business and Economic Development","Business Success & Job Creation Action Table","Adams, Sam","Kate Merrill ",
"Central Eastside Industrial Council","12/02/2021","Virtual Meeting","Business and Economic Development","Recovery & Events Action Table meeting","Blair, Aja; Castro, Cynthia; Diaz, Sam; Schwartz, Mona; Tran, Khanh; Villarreal, Jennifer; Warner Chris","Kate Merrill ",
"Central Eastside Industrial Council","10/28/2021","Virtual Meeting","Neighborhood Livability: general","Telephone call","Miller, Tom","Kate Merrill ",
"Central Eastside Industrial Council","12/15/2021","Virtual Meeting","Neighborhood Livability: general","Funding for cleaning in the Central Eastside ","Warner Chris","Kate Merrill ",
"Central Eastside Industrial Council","11/03/2021","Email","Neighborhood Livability: general","Central Eastside funding for cleaning and staff ","Carney, Shannon","Kate Merrill ",
"Coalition of Communities of Color","10/29/2021","Virtual Meeting","Other: Parks and Recreation Healthy Parks/Healthy Portland Community Engagement Discussion","Follow On to previous discussions","Lofgren, Todd","Marcus Mundy",
"Coalition of Communities of Color","12/15/2021","Virtual Meeting","Other: Healthy Parks/Healthy Portland","Follow on discussion concerning community engagement.","Lofgren, Todd","Marcus Mundy",
"Coalition of Communities of Color","10/21/2021","Virtual Meeting","Housing and Community Development","Asked for updates on actions taken to address homelessness and affordable housing, housing stability, status of Portland Street Response, and community safety.","Jones Darion; Ryan, Dan","Jenny Lee; Marcus Mundy; Taren Evans",
"Coalition of Communities of Color","10/19/2021","Meeting Preparation","Housing and Community Development","Preparation for 10/21 meeting with Comm. Ryan to identify priority topics for organizational members (housing, homelessness, community safety and Portland Street Response)","Ryan, Dan","Jenny Lee",
"Coalition of Communities of Color","12/10/2021","Personal Meeting","Environment: natural","Discussion of environmental justice partnerships and Portland Clean Energy Fund","Lujan-Valerio, Ricardo; Rubio, Carmen","Jenny Lee; Marcus Mundy",
"Coalition of Communities of Color","11/01/2021","Virtual Meeting","Other: Fall budget","Information on the Fall Budget Monitoring Process/American Rescue Plan fund spending and discussion of organizational funding priorities for racial justice.","Diaz, Sam; Morrissey, Sara; Villarreal, Jennifer","Marcus Mundy",
"Coalition of Communities of Color","10/21/2021","Telephone","Other: Budget investments","Discussion of meeting with Coalition of Communities of Color's members and staff for information on fall budget and American Rescue Plan process.","Diaz, Sam","Jenny Lee",
"Coalition of Communities of Color","11/30/2021","Virtual Meeting","Other: Build/Shift - buildings, energy, & equity","Update on Build/Shift Community Kick-Off plan. ","Hanlon-Austin, Julian; Rubio, Carmen; Schoene, Jillian","Nikita Daryanani; Taren Evans",
"Coalition of Communities of Color","10/14/2021","Virtual Meeting","Other: Build/Shift - buildings, energy, & equity","Discussion of Build/Shift community kick-off event timing and stakeholder engagement","Durbin, Andrea","Nikita Daryanani; Taren Evans",
"Coalition of Communities of Color","11/08/2021","Virtual Meeting","Other: Portland Clean Energy Fund","Taren Evans and Anissa Pemberton met with Sam Baraso and Andrea Durbin to discuss communication strategies for the PCEF program.","Durbin, Andrea","Anissa Pemberton; Taren Evans",
"Coalition of Communities of Color","12/13/2021","Virtual Meeting","Other: Overall BPS activities for 2022","Andrea Durbin, Andria Jacobs, and Anissa Pemberton met to discuss 2022 activities at BPS and what roles community may be able to play in this work. This information was brought back to the PCEF Coalit","Durbin, Andrea","Anissa Pemberton",
