"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"1000 Friends of Oregon","12/05/2019","Personal Meeting","Planning","Housing Opportunity Initiative","Bradley, Derek","Nicole Johnson",
"1000 Friends of Oregon","12/12/2019","Personal Meeting","Planning","Housing Opportunity Initiative","Duhamel, Jamey","Nicole Johnson",
"Amazon.com Services LLC","11/15/2019","Email","Other: Facial Recognition Technology ","Schedule Facial Recognition Technology Meeting","Bradley, Derek; Crail, Tim; Duhamel, Jamey; Dunphy, Jamie; Tran, Khanh; Yohannes, Winta","Courtney Lee",
"Amazon.com Services LLC","12/04/2019","Personal Meeting","Other: Facial Recognition Technology ","Facial Recognition Technology Ordinance Meeting ","Dunphy, Jamie","Courtney Lee",
"Amazon.com Services LLC","12/04/2019","Personal Meeting","Other: Facial Recognition Technology ","Facial Recognition Technology Ordinance Meeting ","Bradley, Derek; Tran, Khanh","Courtney Lee; Jordan Bice",
"Asian Pacific American Network of Oregon","10/30/2019","Personal Meeting","Other: Clean Energy Surcharge","Asked for projected revenue impact of proposed amendments to the Clean Energy Surcharge and asked clarifying questions","Lannom, Thomas","Jenny Lee",
"Asian Pacific American Network of Oregon","11/22/2019","Personal Meeting","Other: Portland Clean Energy Fund, Census","Continued support of Jade District housing & community development and Census outreach. Asked for no further changes to Clean Energy Surcharge.","Alexander, Cupid; Allen, Seraphie; Wheeler, Ted","Jenny Lee",
"Asian Pacific American Network of Oregon","11/22/2019","Meeting Preparation","Other: Portland Clean Energy Fund","Prepared agenda items for meeting with Mayor Wheeler with colleagues to request ongoing community development, housing, and Census support from the Mayor.","Wheeler, Ted","Jenny Lee",
"AT&T","10/07/2019","Personal Meeting","Other: Food Carts","Discussion of relocation of Food Carts","Runkel, Marshall","George Granger; Rachael Emory",
"AT&T","10/14/2019","Telephone","Other: Food Carts","Discussion of relocation of Food Carts","Runkel, Marshall","George Granger; Rachael Emory",
"AT&T","10/21/2019","Telephone","Other: Food Carts","Discussion of relocation of Food Carts","Runkel, Marshall","George Granger; Rachael Emory",
"AT&T","10/23/2019","Email","Other: Food Carts","Discussion of relocation of Food Carts","Runkel, Marshall","Rachael Emory",
"AT&T","10/29/2019","Telephone","Other: Food Carts","Discussion of relocation of Food Carts","Runkel, Marshall","Dan Bates",
"AT&T","10/30/2019","Telephone","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Perez, Elisabeth","Dan Bates",
"AT&T","11/06/2019","Telephone","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Perez, Elisabeth","Dan Bates",
"AT&T","11/26/2019","Email","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Perez, Elisabeth","Dan Bates",
"AT&T","12/04/2019","Email","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Runkel, Marshall","Dan Bates",
"AT&T","12/11/2019","Email","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Crail, Tim","Dan Bates",
"AT&T","12/11/2019","Email","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Dennis, Kristin","Dan Bates",
"AT&T","12/12/2019","Email","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Dunphy, Jamie","Rachael Emory",
"AT&T","12/12/2019","Email","Other: Digital Equity","Discussion of Digital Equity related to the AT&T franchise agreement","Bradley, Derek","Rachael Emory",
"Bird Rides, Inc.","11/23/2019","Personal Meeting","Business and Economic Development","e-scooter pilot and transportation policy","Dennis, Kristin","Maurice Henderson",
"BRIDGE Housing Corporation","11/18/2019","Email","Other: BRIDGE Hollywood transit","Information regarding potential new project that would involve negotiations with Bureau of Transportation","Runkel, Marshall","Erik Sten",
"BRIDGE Housing Corporation","12/27/2019","Telephone","Other: BRIDGE Hollywood Transit site","Discussion of potential project","Runkel, Marshall","Erik Sten",
"Columbia Riverkeeper","10/04/2019","Committee Meeting","Environment: natural","Fossil fuel policy","Durbin, Andrea","Dan Serres",
"Columbia Riverkeeper","11/05/2019","Email","Environment: natural","Fossil fuel policy","Durbin, Andrea","Dan Serres",
"Columbia Riverkeeper","11/08/2019","Committee Meeting","Environment: natural","Fossil fuel policy","Durbin, Andrea","Dan Serres",
"Columbia Riverkeeper","11/22/2019","Personal Meeting","Environment: natural","Fossil fuel risk study","Bradley, Derek","Dan Serres",
"Columbia Riverkeeper","12/18/2019","Personal Meeting","Environment: natural","Fossil fuel policy","Durbin, Andrea","Dan Serres",
"Columbia Riverkeeper","10/11/2019","Email","Environment: natural","Zenith Energy's application to OCT to build three new pipes pursuant to its franchise agreement","Perez, Elisabeth","Audrey Leonard",
"Columbia Riverkeeper","11/12/2019","Committee Meeting","Environment: natural","Fossil fuel policy ","Durbin, Andrea","Audrey Leonard",
"Compassionate PDX","12/02/2019","Email","Other: Portland Fur Sales","Emailed with update after annual Fur Free Friday event, requested reassessment of decision by City Attorney","Allen, Seraphie; Birge, Pollyanne; Ellis, Sierra; Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Hardesty, Jo Ann; Lawrence, Asena; Rathfelder, Amy; Wheeler, Ted","amber canavan; Dani Rukin; Kari Masterson; Matthew Cooper",
"Compassionate PDX","11/29/2019","Social Media","Other: Portland Fur Sales","Rally and social media to encourage citizens to contact city hall","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Hardesty, Jo Ann; Wheeler, Ted","amber canavan; Dani Rukin; Kari Masterson; Matthew Cooper",
"Compassionate PDX","10/15/2019","Personal Meeting","Other: Portland Fur Sales","Attended ttended Spirit of Portland awards event, spoke with mayor","Wheeler, Ted","Dani Rukin",
"Compassionate PDX","10/17/2019","Email","Other: Portland Fur Sales","Emailed to set up meeting","Ellis, Sierra","Dani Rukin",
"Compassionate PDX","11/01/2019","Telephone","Other: Portland Fur Sales","Phoned to set up meeting","Ellis, Sierra","Dani Rukin",
"Compassionate PDX","11/06/2019","Personal Meeting","Other: Portland Fur Sales","Met to discuss possible inclusion in climate change package for fur sale ban","Ellis, Sierra","amber canavan; Dani Rukin; Kari Masterson",
"Crown Castle and its Affiliates","11/05/2019","Personal Meeting","Other: Communications Infrastructure ","Introductory meeting regarding the deployment of communications infrastructure in the City's right-of-way.","Tran, Khanh; Wheeler, Ted","Daniel Schweizer; Evyan Andries; Johnell Bell; Kathy Putt; Mark Guillen",
"Crown Castle and its Affiliates","11/06/2019","Personal Meeting","Other: Communications Infrastructure ","Introductory meeting regarding the deployment of communications infrastructure in the City's right-of-way.","Tran, Khanh","Kathy Putt",
"Crown Castle and its Affiliates","11/06/2019","Email","Other: Communications Infrastructure ","Follow-up to the introductory meeting regarding the deployment of communications infrastructure in the City's right-of-way.","Wheeler, Ted","Daniel Schweizer; Evyan Andries; Kathy Putt; Mark Guillen",
"Crown Castle and its Affiliates","11/26/2019","Telephone","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Tran, Khanh","Evyan Andries",
"Crown Castle and its Affiliates","11/26/2019","Email","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Wheeler, Ted","Evyan Andries",
"Crown Castle and its Affiliates","12/04/2019","Email","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Tran, Khanh","Evyan Andries",
"Crown Castle and its Affiliates","12/10/2019","Telephone","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Tran, Khanh","Evyan Andries",
"Crown Castle and its Affiliates","11/06/2019","Email","Other: Communications Infrastructure ","Follow-up to the introductory meeting regarding the deployment of communications infrastructure in the City's right-of-way.","Tran, Khanh","Daniel Schweizer; Evyan Andries; Kathy Putt; Mark Guillen",
"Crown Castle and its Affiliates","11/22/2019","Email","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Perez, Elisabeth","Kathy Putt",
"Crown Castle and its Affiliates","11/25/2019","Email","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Perez, Elisabeth","Kathy Putt",
"Crown Castle and its Affiliates","12/05/2019","Email","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Perez, Elisabeth","Kathy Putt",
"Crown Castle and its Affiliates","12/17/2019","Email","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Perez, Elisabeth","Kathy Putt",
"Crown Castle and its Affiliates","12/19/2019","Email","Other: Communications Infrastructure ","Discussions related to franchise negotiations with the OCT.","Perez, Elisabeth","Kathy Putt",
"Holman Automotive Group, Inc.","10/04/2019","Telephone","Other: Portland Clean Energy Surcharge","Left voicemail message for Ms. Schmanski, following up on discussion with Commissioner Fish.","Schmanski, Sonia","Oxley & Associates, Inc.",
"Holman Automotive Group, Inc.","10/14/2019","Telephone","Other: Portland Clean Energy Surcharge","Conversation regarding the impact of Portland Clean Energy Surcharge on franchised automobile dealers.","Bradley, Derek","Oxley & Associates, Inc.",
"Holman Automotive Group, Inc.","12/16/2019","Telephone","Other: Portland Clean Energy Surcharge","Follow up on prior conversation; discussion of amendments to Portland Clean Energy Surcharge currently being considered.","Bradley, Derek","Oxley & Associates, Inc.",
"Holman Automotive Group, Inc.","10/18/2019","Personal Meeting","Other: Portland Clean Energy Surcharge","Conversation regarding the impact of Portland Clean Energy Surcharge on franchised automobile dealers.","Bradley, Derek","Oxley & Associates, Inc.",
