(4, 1, "Airbnb, Inc.","2014-10-15","Personal Meeting","Planning","Short-Term Rental","Bizeau, Tom; Frost, Liam; Grumm, Matthew","Daniel E Jarman; David Owen", now()),
(4, 1, "Airbnb, Inc.","2014-10-16","Personal Meeting","Planning","Short-Term Rental","Dingfelder, Jackie; Novick, Steve","Daniel E Jarman; David Owen", now()),
(4, 1, "Airbnb, Inc.","2014-10-21","Telephone","Planning","Short-Term Rental","Frost, Liam","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-10-27","Telephone","Planning","Short-Term Rental","Warner, Chris","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-06","Personal Meeting","Planning","Short-Term Rental","Bizeau, Tom; Dingfelder, Jackie; Frost, Liam; Grumm, Matthew; Shriver, Katie","Daniel E Jarman; David Owen", now()),
(4, 1, "Airbnb, Inc.","2014-11-12","Email","Planning","Short-Term Rental","Alpert, Josh; Bizeau, Tom; Dingfelder, Jackie; Frost, Liam; Grumm, Matthew; Shriver, Katie; Warner, Chris","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-12","Telephone","Planning","Short-Term Rental","Bizeau, Tom","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-13","Email","Planning","Short-Term Rental","Bizeau, Tom","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-13","Telephone","Planning","Short-Term Rental","Dingfelder, Jackie","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-17","Telephone","Planning","Short-Term Rental","Grumm, Matthew; Shriver, Katie","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-17","Telephone","Planning","Short-Term Rental","Bizeau, Tom","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-21","Email","Planning","Short-Term Rental","Bizeau, Tom; Dingfelder, Jackie; Frost, Liam; Grumm, Matthew; Robinson, Matthew; Shriver, Katie; Warner, Chris","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-11-29","Email","Planning","Short-Term Rental","Dingfelder, Jackie; Robinson, Matthew","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-12-01","Email","Planning","Short-Term Rental","Dingfelder, Jackie","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-12-02","Email","Planning","Short-Term Rental","Dingfelder, Jackie","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-12-03","Telephone","Planning","Short-Term Rental","Dingfelder, Jackie","Daniel E Jarman; David Owen", now()),
(4, 1, "Airbnb, Inc.","2014-12-05","Telephone","Planning","Short-Term Rental","Dingfelder, Jackie","Daniel E Jarman; David Owen", now()),
(4, 1, "Airbnb, Inc.","2014-12-08","Telephone","Planning","Short-Term Rental","Grumm, Matthew","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-12-08","Email","Planning","Short-Term Rental","Anderson, Susan; Dingfelder, Jackie; Shibley, Gail","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-12-09","Telephone","Planning","Short-Term Rental","Bizeau, Tom","Daniel E Jarman", now()),
(4, 1, "Airbnb, Inc.","2014-12-17","Email","Planning","Short-Term Rental","Alpert, Josh; Bizeau, Tom; Dingfelder, Jackie; Frost, Liam; Grumm, Matthew; Robinson, Matthew; Shriver, Katie; Warner, Chris","Daniel E Jarman", now()),
(4, 1, "City Club of Portland","2014-10-02","Meeting Preparation","Environment: sewer/storm water","Utility Oversight Blue Ribbon Commission","Blackwood, Jim; Dingfelder, Jackie; Schmanski, Sonia; Shaff, David","Chris Liddle", now()),
(4, 1, "City Club of Portland","2014-10-05","Meeting Preparation","Environment: sewer/storm water","Utility Oversight Blue Ribbon Commission","Blackwood, Jim; Dingfelder, Jackie; Schmanski, Sonia; Shaff, David","Chris Liddle", now()),
(4, 1, "City Club of Portland","2014-10-07","Committee Meeting","Environment: sewer/storm water","Utility Oversight Blue Ribbon Commission","Blackwood, Jim; Dingfelder, Jackie; Schmanski, Sonia; Shaff, David","Chris Liddle", now()),
(4, 1, "City Club of Portland","2014-10-16","Committee Meeting","Environment: sewer/storm water","Utility Oversight Blue Ribbon Commission","Blackwood, Jim; Shaff, David","Catherine Howells; Chris Liddle", now()),
(4, 1, "City Club of Portland","2014-10-22","Meeting Preparation","Environment: sewer/storm water","Utility Oversight Blue Ribbon Commission","Blackwood, Jim; Dingfelder, Jackie; Schmanski, Sonia; Shaff, David","Chris Liddle", now()),
(4, 1, "City Club of Portland","2014-10-28","Committee Meeting","Environment: sewer/storm water","Utility Oversight Blue Ribbon Commission","Blackwood, Jim; Dingfelder, Jackie; Schmanski, Sonia; Shaff, David","Chris Liddle", now()),
(4, 1, "City Club of Portland","2014-11-04","Meeting Preparation","Environment: sewer/storm water","Utility Oversight Blue Ribbon Commission","Blackwood, Jim; Dingfelder, Jackie; Schmanski, Sonia; Scott, Andrew; Shaff, David","Chris Liddle", now()),
